sample_id	genus	Surface	rela	highlight
CAR1_ita_i	Candidatus Carsonella	carcass	2.132499608293493e-6	FALSE
CAR1_ita_i	Candidatus Chazhemtobacterium	carcass	2.244736429782624e-7	FALSE
CAR1_ita_i	Candidatus Chlorohelix	carcass	2.581446894250018e-6	FALSE
CAR1_ita_i	Candidatus Chromulinivorax	carcass	1.7957891438260993e-6	FALSE
CAR1_ita_i	Candidatus Cloacimonas	carcass	4.60170968105438e-6	FALSE
CAR1_ita_i	Candidatus Comchoanobacter	carcass	1.2346050363804432e-6	FALSE
CAR1_ita_i	Candidatus Competibacter	carcass	5.611841074456561e-7	FALSE
CAR1_ita_i	Candidatus Contubernalis	carcass	3.8160519306304615e-6	FALSE
CAR1_ita_i	Candidatus Cytomitobacter	carcass	1.9080259653152303e-6	FALSE
CAR1_ita_i	Candidatus Deianiraea	carcass	1.010131393402181e-6	FALSE
CAR1_ita_i	Candidatus Desulfofervidus	carcass	1.851907554570665e-6	FALSE
CAR1_ita_i	Candidatus Desulforudis	carcass	1.9080259653152308e-6	FALSE
CAR1_ita_i	Candidatus Doolittlea	carcass	6.173025181902216e-7	FALSE
CAR1_ita_i	Candidatus Electrothrix	carcass	2.9181573587174115e-6	FALSE
CAR1_ita_i	Candidatus Endolissoclinum	carcass	1.6274339115924025e-6	FALSE
CAR1_ita_i	Candidatus Endoriftia	carcass	3.7599335198858956e-6	FALSE
CAR1_ita_i	Candidatus Endowatersipora	carcass	1.290723447125009e-6	FALSE
