sample_id	phylum	Surface	rela
CD4_ita_i	Ignavibacteriota	clean drain	8.078469608658483e-7
CD4_ita_i	Kiritimatiellota	clean drain	4.29168697959982e-6
CD4_ita_i	Lentisphaerota	clean drain	1.0098087010823104e-7
CD4_ita_i	Mycoplasmatota	clean drain	2.436163491361074e-5
CD4_ita_i	Myxococcota	clean drain	0.00025904117704513967
CD4_ita_i	Nitrospinota	clean drain	7.321113082846751e-7
CD4_ita_i	Nitrospirota	clean drain	1.3253739201705324e-5
CD4_ita_i	Planctomycetota	clean drain	1.7396479397895504e-4
CD4_ita_i	Pseudomonadota	clean drain	0.13168375023159332
CD4_ita_i	Rhodothermota	clean drain	1.5020904428599367e-5
CD4_ita_i	Spirochaetota	clean drain	2.0246664456700323e-5
CD4_ita_i	Synergistota	clean drain	2.1685641855742618e-5
CD4_ita_i	Thermodesulfobacteriota	clean drain	1.4622029991671854e-4
CD4_ita_i	Thermodesulfobiota	clean drain	2.0196174021646208e-7
CD4_ita_i	Thermomicrobiota	clean drain	4.0392348043292415e-06
CD4_ita_i	Thermosulfidibacterota	clean drain	0
CD4_ita_i	Thermotogota	clean drain	3.761537411531606e-6
CD4_ita_i	Unknown	clean drain	5.409292759522667e-4
