sample_id	sample_coverm	Contig_name	Mean coverm	Trimmed Mean coverm	Variance coverm	RPKM coverm	Covered Bases coverm	Length coverm	Read Count coverm	Reads per base coverm	total_rpkm coverm	TPM coverm
CD3_ita_i	SRR33841017.fna/SRR33841017_1.clean.fastq.gz	CD3_ita_i_NODE_108509_length_1016_cov_3.462019	5.408776	5.3653846	7.68242	0.29590988	998	1016	34	0.033464566	452035.52513465064	0.6546164262462678
CD3_ita_i	SRR33841017.fna/SRR33841017_1.clean.fastq.gz	CD3_ita_i_NODE_139338_length_850_cov_7.847799	12.08	11.979365	14.560114	0.6345782	850	850	61	0.07176471	452035.52513465064	1.4038237366653301
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_1494_length_17254_cov_8.836851	14.468078	14.394375	27.94121	1.3364779	17254	17254	1663	0.096383445	771901.131664245	1.731410727586975
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_9158_length_5977_cov_9.129855	11.685773	11.304099	44.57358	1.0694907	5977	5977	461	0.07712899	771901.131664245	1.3855280891921247
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_13791_length_4546_cov_3.450011	5.420837	5.3112683	6.4999895	0.4941342	4546	4546	162	0.035635725	771901.131664245	0.6401521901316946
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_20992_length_3418_cov_15.097532	21.34027	18.023113	373.93927	2.0324738	3418	3418	501	0.14657694	771901.131664245	2.633075295041889
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_22727_length_3236_cov_5.733103	9.297796	9.083154	19.933651	0.83985996	3236	3236	196	0.060568605	771901.131664245	1.0880408455798392
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_25987_length_2937_cov_8.485774	13.005741	12.330012	97.59365	1.1897506	2930	2937	252	0.08580184	771901.131664245	1.5413251143120588
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_29259_length_2704_cov_17.671952	17.514486	17.471739	34.556194	1.5896969	2704	2704	310	0.11464497	771901.131664245	2.059456625711326
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_30336_length_2633_cov_6.881691	11.812727	11.641611	25.98788	1.0585333	2633	2633	201	0.076338775	771901.131664245	1.3713327479100417
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_31104_length_2587_cov_3.579384	5.7271237	5.6769934	7.054819	0.5199177	2587	2587	97	0.03749517	771901.131664245	0.6735547839903276
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_32169_length_2525_cov_19.585830	30.904842	30.828892	42.85615	2.7787435	2525	2525	506	0.20039605	771901.131664245	3.599869706122771
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_34117_length_2420_cov_5.782664	9.196476	9.149218	16.73441	0.81936985	2420	2420	143	0.05909091	771901.131664245	1.0614958527569596
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_42471_length_2077_cov_3.747280	6.120394	6.0512967	7.5202856	0.53408796	2077	2077	80	0.03851709	771901.131664245	0.6919123940762831
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_43912_length_2027_cov_47.369168	74.36441	73.881134	184.83195	6.6423965	2027	2027	971	0.47903305	771901.131664245	8.605242598464349
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_45217_length_1985_cov_5.899482	10.52861	10.352692	24.987595	0.91510326	1967	1985	131	0.06599496	771901.131664245	1.1855187438668555
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_47842_length_1906_cov_27.059968	41.363327	41.627686	264.5517	3.6520786	1890	1906	502	0.2633788	771901.131664245	4.731277685946638
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_48130_length_1897_cov_85.989685	115.94047	117.18627	553.74115	10.423451	1897	1897	1426	0.7517132	771901.131664245	13.503608911061816
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_49338_length_1863_cov_3.625000	5.841798	5.7180815	8.91129	0.5135652	1863	1863	69	0.037037037	771901.131664245	0.6653251030902572
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_55605_length_1714_cov_37.609403	59.592712	59.70952	66.94917	5.3070397	1714	1714	656	0.38273045	771901.131664245	6.875284258954047
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_57087_length_1683_cov_9.744472	14.54925	14.721216	19.807789	1.2358519	1680	1683	150	0.08912656	771901.131664245	1.6010494729233797
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_59760_length_1630_cov_4.898413	10.164189	10.215466	13.674844	0.9017322	1630	1630	106	0.06503067	771901.131664245	1.1681964995385288
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_62091_length_1586_cov_5.749837	8.839833	8.703246	9.742969	0.81309086	1586	1586	93	0.058638085	771901.131664245	1.0533614042603467
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_62982_length_1570_cov_29.421122	46.061974	46.140846	55.95386	4.089222	1570	1570	463	0.29490447	771901.131664245	5.29759814081824
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_75423_length_1382_cov_87.926149	125.34497	125.62072	319.0384	11.147187	1382	1382	1111	0.8039074	771901.131664245	14.441210852957667
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_85138_length_1270_cov_3.226337	5.6419644	5.5833335	4.9271026000000004	0.48040587	1270	1270	44	0.03464567	771901.131664245	0.6223671015538332
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_88164_length_1238_cov_9.117498	15.0845585	15.063265	64.5577	1.2544596	1218	1238	112	0.090468496	771901.131664245	1.62515579850925
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_98033_length_1150_cov_30.780822	48.894	48.87	134.94173	4.2081084	1150	1150	349	0.30347827	771901.131664245	5.451615792980087
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_106302_length_1089_cov_2.967118	5.0979767	5.107438	2.9712007	0.42018968	1068	1089	33	0.030303031	771901.131664245	0.544356864841041
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_137125_length_915_cov_3.097674	5.0522876	5.103048	2.696215	0.43947706	915	915	29	0.031693988	771901.131664245	0.5693437177018674
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_142076_length_894_cov_1.783075	3.4784946	3.535821	1.2027669	0.29469678	894	894	19	0.021252796	771901.131664245	0.38178047409339033
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_149800_length_861_cov_26.341191	41.174404	40.912636	145.58926	3.5591676	861	861	221	0.25667828	771901.131664245	4.6109112346115015
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_150300_length_859_cov_31.736318	54.715089999999996	54.935837	718.2011	4.3261437	859	859	268	0.31199068	771901.131664245	5.6045308427941904
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_157337_length_833_cov_3.420308	4.610542	4.4682927	6.874493	0.39950806	831	833	24	0.028811524	771901.131664245	0.517563770296135
CD2_ita_i	SRR33841018.fna/SRR33841018_1.clean.fastq.gz	CD2_ita_i_NODE_169685_length_791_cov_2.419837	4.0093603	4.0051994	1.4811623	0.3330707	791	791	19	0.024020227	771901.131664245	0.4314939910528286
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_9958_length_4678_cov_11.191218	17.562057	17.436703	32.906685	1.9353068	4678	4678	553	0.11821291	630613.1200127002	3.068928854447278
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_10201_length_4612_cov_4.619048	8.393097	8.338645	9.841407	0.89453256	4612	4612	252	0.05464007	630613.1200127002	1.4185124470324764
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_13561_length_3845_cov_8.326121	14.250879	13.879771	27.4966	1.5243042	3845	3845	358	0.09310793	630613.1200127002	2.4171780631035737
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_14412_length_3696_cov_5.187037	10.655668	10.155389	37.582104	1.1250885	3679	3696	254	0.06872294	630613.1200127002	1.784118446468956
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_19366_length_3036_cov_3.713854	5.796604	5.7705927	8.036604	0.60934263	3018	3036	113	0.037220027	630613.1200127002	0.966270143551292
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_19868_length_2986_cov_4.273968	7.35543	7.240799	14.085971	0.7730618	2986	2986	141	0.04722036	630613.1200127002	1.22588917906502
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_23681_length_2646_cov_2.920494	4.973157	4.94395	3.937957	0.5259132	2646	2646	85	0.03212396	630613.1200127002	0.8339712310289522
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_29227_length_2294_cov_11.006253	16.976679	16.939896	46.29904	1.7698776	2294	2294	248	0.10810811	630613.1200127002	2.806598124638377
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_31919_length_2157_cov_75.102759	106.07673	105.79247	283.15167	11.278559	2157	2157	1486	0.6889198	630613.1200127002	17.885068740359948
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_34505_length_2044_cov_28.356461	44.923443	45.167645	72.63702	4.6775336	2044	2044	584	0.2857143	630613.1200127002	7.417437810215235
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_35412_length_2007_cov_4.213115	6.66559	6.6395698	7.475933	0.6933564	1961	2007	85	0.042351767	630613.1200127002	1.0994956780887084
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_36737_length_1958_cov_3.203889	4.977323	4.858108	8.571151	0.5183987	1958	1958	62	0.031664964	630613.1200127002	0.8220550501543002
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_45075_length_1705_cov_19.589697	30.847588	30.955746	43.848698	3.1782537	1705	1705	331	0.19413489	630613.1200127002	5.039942238968945
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_93397_length_1035_cov_4.040816	6.718644	6.688833	8.847221	0.64852756	1035	1035	41	0.039613526	630613.1200127002	1.0284079722079664
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_122064_length_862_cov_10.776952	14.793539	14.579439	21.022015	1.5003921	862	862	79	0.091647334	630613.1200127002	2.379259251646688
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_122070_length_862_cov_6.370508	10.224719	10.2616825	4.6357875	1.0445768	862	862	55	0.0638051	630613.1200127002	1.6564463485614804
CD1_ita_i	SRR33841019.fna/SRR33841019_1.clean.fastq.gz	CD1_ita_i_NODE_124500_length_850_cov_17.577358	26.654285	26.612698	74.04627	2.7542415	850	850	143	0.16823529	630613.1200127002	4.367561366221703
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_4_length_249475_cov_20.967481	32.684284	32.53579	69.941185	54.324783	249475	249475	54403	0.21806994	978649.9310824799	55.50992369652713
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_875_length_5532_cov_6.199014	9.774991	9.687036	13.216229	16.12141	5532	5532	358	0.06471439	978649.9310824799	16.473112078154635
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_1044_length_4816_cov_7.742491	12.085941	12.011429	19.556377	19.811369	4816	4816	383	0.07952658	978649.9310824799	20.243570628045454
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_2836_length_2183_cov_4.867011	8.434825	8.242491	16.893509	13.351631	2183	2183	117	0.053595968	978649.9310824799	13.64290802660337
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_3370_length_1964_cov_3.984285	7.060088	7.0563035	5.2114997	11.162036	1964	1964	88	0.044806518	978649.9310824799	11.405545175539661
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_4007_length_1742_cov_2.601067	4.306533	4.3096232	3.6507933	6.7212787	1742	1742	47	0.026980482	978649.9310824799	6.867909031133969
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_4193_length_1692_cov_4.001833	6.6971464	6.6332855	4.9549427	10.600694	1692	1692	72	0.04255319	978649.9310824799	10.83195702908253
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_4596_length_1594_cov_3.195582	5.8067865	5.6423078	7.6099057	9.064458	1594	1594	58	0.03638645	978649.9310824799	9.26220675249407
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_4813_length_1542_cov_4.033625	6.2413793	6.194577	5.579365	10.016351	1542	1542	62	0.040207524	978649.9310824799	10.234866096522342
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_10681_length_927_cov_4.267202	8.601029	8.686163	10.381856	12.899227	927	927	48	0.051779937	978649.9310824799	13.180634453968874
CAR4_ita_i	SRR33841020.fna/SRR33841020_1.clean.fastq.gz	CAR4_ita_i_NODE_17892_length_681_cov_2.736422	4.322034	4.317328	4.6111927	6.584572	681	681	18	0.026431719	978649.9310824799	6.728219959834704
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_1_length_524825_cov_12.393203	19.452303	19.284273	34.93174	42.319275	524825	524825	68107	0.12977087	1176653.3003198	35.96579807195385
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_170_length_18204_cov_9.407681	14.746815	14.6224	25.141293	31.940779	18204	18204	1783	0.097945504	1176653.3003198	27.14544631908047
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_319_length_10620_cov_4.570279	7.2531996	7.120437	9.511486	15.62983	10620	10620	509	0.047928438	1176653.3003198	13.283292534642111
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_745_length_5467_cov_4.090724	6.2764716	6.206601	7.667719	13.659897	5467	5467	229	0.04188769	1176653.3003198	11.609109494094316
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_833_length_4972_cov_3.946919	7.336997	7.235023	11.226586	15.610141	4972	4972	238	0.04786806	1176653.3003198	13.266559483373188
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_938_length_4586_cov_4.219819	6.717313	6.5963945	8.95006	14.292987	4564	4586	201	0.043829046	1176653.3003198	12.147152433189403
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_1056_length_4224_cov_5.967378	9.506137	9.444656	14.123335	20.227322	4221	4224	262	0.062026516	1176653.3003198	17.190553916351114
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_1298_length_3599_cov_4.863431	7.691505	7.577778	8.959329	16.491135	3599	3599	182	0.0505696	1176653.3003198	14.015288101871564
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_1883_length_2796_cov_6.317038	10.564626	10.562552	14.741192	22.160393	2796	2796	190	0.06795422	1176653.3003198	18.83340912227678
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_2222_length_2516_cov_2.529053	4.2121725	4.0713615	5.2344565	8.81372	2516	2516	68	0.027027028	1176653.3003198	7.490498686065419
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_3198_length_1997_cov_4.420700	8.282079	8.224895	13.291458	17.146372	1997	1997	105	0.052578866	1176653.3003198	14.572153067806656
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_4850_length_1566_cov_2.843812	4.6073446	4.518809	3.6973028	9.37091	1566	1566	45	0.028735632	1176653.3003198	7.964036643124277
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_27288_length_558_cov_16.986083	26.164215	26.470108	15.710073	50.844738	558	558	87	0.15591398	1176653.3003198	43.21131635476739
CAR3_ita_i	SRR33841021.fna/SRR33841021_1.clean.fastq.gz	CAR3_ita_i_NODE_27374_length_558_cov_1.310139	2.0759804	2.0951087	0.7927386	4.090956	536	558	7	0.012544803	1176653.3003198	3.4767726388802283
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_6_length_283326_cov_41.476879	59.06599	59.27413	267.58905	5.344906	283323	283326	111652	0.39407608	796514.9433501008	6.710365002719976
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_269_length_45616_cov_8.423783	13.28793	13.0663	22.691158	1.200927	45616	45616	4039	0.0885435	796514.9433501008	1.5077268920391662
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_339_length_40519_cov_19.084396	29.812159	29.54284	75.92603	2.6949522	40519	40519	8051	0.19869691	796514.9433501008	3.3834295545858435
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_714_length_28429_cov_8.390710	13.23887	13.052253	21.242079	1.1927196	28429	28429	2500	0.087938376	796514.9433501008	1.497422753907771
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_1401_length_20771_cov_6.246042	10.033461	9.755105	18.926424	0.9050359	20771	20771	1386	0.066727646	796514.9433501008	1.1362447215283442
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_5411_length_9355_cov_7.473656	11.866594	11.70863	25.06868	1.064173	9355	9355	734	0.078460716	796514.9433501008	1.336036453408072
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_7268_length_7709_cov_11.743533	18.227015	18.081264	31.821978	1.64151	7709	7709	933	0.12102737	796514.9433501008	2.060865290355877
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_9408_length_6398_cov_11.353145	17.56082	17.342995	45.60635	1.5793267	6398	6398	745	0.116442636	796514.9433501008	1.9827960707898753
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_14335_length_4778_cov_10.450561	16.453976	16.302689	29.703735000000002	1.4590727	4751	4778	514	0.10757639	796514.9433501008	1.8318208743996884
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_16792_length_4283_cov_6.731079	10.62255	10.561408	23.089348	0.9405207	4283	4283	297	0.06934392	796514.9433501008	1.180794795944717
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_19244_length_3907_cov_3.887591	6.256854	6.176175	10.863989	0.55196774	3855	3907	159	0.040696185	796514.9433501008	0.6929785117131039
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_22898_length_3461_cov_48.386964	72.22471	72.85072	1415.5157	6.274075	3455	3461	1601	0.46258307	796514.9433501008	7.876908088643715
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_25890_length_3177_cov_5.672966	8.625041	8.440367	14.928428	0.75991106	3166	3177	178	0.0560277	796514.9433501008	0.954044950875439
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_27017_length_3086_cov_13.363246	20.865122	20.773449	32.497646	1.8415269	3086	3086	419	0.13577446	796514.9433501008	2.311980353130141
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_27593_length_3044_cov_2.853128	4.893573	4.8173447	4.8355403	0.436658	3039	3044	98	0.03219448	796514.9433501008	0.5482106816018278
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_31763_length_2760_cov_8.595933	14.421456	14.189362	16.953777	1.2826004	2760	2760	261	0.09456522	796514.9433501008	1.6102653323808953
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_34080_length_2630_cov_5.293981	8.362097	8.121863	10.483598	0.73230594	2630	2630	142	0.053992394	796514.9433501008	0.9193875722154804
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_34124_length_2628_cov_5.083171	9.230428	8.464605	41.61382	0.8412444	2628	2628	163	0.062024355	796514.9433501008	1.056156456351929
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_35691_length_2549_cov_22.741780	35.626926	35.458122	49.70019	3.1340463	2549	2549	589	0.23107101	796514.9433501008	3.9346986847708885
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_36792_length_2493_cov_15.010254	23.54204	23.481745	45.650566	2.0565038	2493	2493	378	0.15162455	796514.9433501008	2.581877235536161
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_37079_length_2479_cov_3.498350	6.011593	5.828326	15.947031	0.519765	2427	2479	95	0.038321905	796514.9433501008	0.652548962626985
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_37312_length_2469_cov_8.840099	13.988357	14.096697	41.1116	1.2140349	2462	2469	221	0.08950993	796514.9433501008	1.524183457116111
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_38126_length_2434_cov_5.604456	9.268389	9.19358	16.413696	0.81913733	2400	2434	147	0.060394414	796514.9433501008	1.0284017102739473
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_38362_length_2424_cov_62.130013	98.16711	97.99512	310.86957	8.600055	2424	2424	1537	0.6340759	796514.9433501008	10.797104400613767
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_39817_length_2364_cov_7.502815	12.696929	12.660983	50.28904	1.1073115	2364	2364	193	0.08164129	796514.9433501008	1.3901955126450045
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_42408_length_2261_cov_6.300091	10.02037	9.841136	19.934656	0.8638172	2252	2261	144	0.063688636	796514.9433501008	1.0844959121128717
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_42989_length_2240_cov_14.361556	22.921532	22.665781	49.681725	1.9920847	2232	2240	329	0.146875	796514.9433501008	2.5010010378730554
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_49543_length_2029_cov_35.166160	55.398083	55.171883	97.11941	4.8530474	2029	2029	726	0.35781172	796514.9433501008	6.092851666521576
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_51974_length_1963_cov_19.121069	28.96139	28.958359	188.57574	2.4666517	1963	1963	357	0.1818645	796514.9433501008	3.0968053023906745
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_54730_length_1894_cov_3.161501	5.126147	5.0917196	7.34036	0.44398847	1894	1894	62	0.032734953	796514.9433501008	0.5574138611042342
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_56911_length_1844_cov_4.559530	7.273318	7.3237224	6.184556	0.6251986	1756	1844	85	0.046095446	796514.9433501008	0.7849176028894662
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_57815_length_1825_cov_4.527684	7.6220894	7.6023855	8.482548	0.6540031	1825	1825	88	0.048219178	796514.9433501008	0.8210807662305701
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_59804_length_1784_cov_4.493349	8.22399	8.293478	11.300688	0.6918413	1719	1784	91	0.05100897	796514.9433501008	0.8685854619251098
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_68701_length_1619_cov_3.182225	5.357386	5.2010584	7.044532	0.4523836	1619	1619	54	0.03335392	796514.9433501008	0.567953688473562
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_70172_length_1594_cov_141.346329	222.14336	222.39539	582.8451	19.255564	1594	1594	2263	1.4196988	796514.9433501008	24.174768045169486
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_71866_length_1569_cov_37.352048	59.888653	60.204067	166.6956	5.0829325	1569	1569	588	0.374761	796514.9433501008	6.381465335253408
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_91542_length_1325_cov_28.092126	42.33447	42.463646	108.15636	3.6646044	1325	1325	358	0.2701887	796514.9433501008	4.600798052308803
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_97020_length_1272_cov_3.847987	6.280749	6.19802	4.62673	0.533142	1272	1272	50	0.039308175	796514.9433501008	0.6693433744728406
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_99070_length_1253_cov_33.810518	54.18767	54.169186	60.629906	4.5787745	1253	1253	423	0.33758977	796514.9433501008	5.748510480847867
DS4_ita_i	SRR33841022.fna/SRR33841022_1.clean.fastq.gz	DS4_ita_i_NODE_103840_length_1213_cov_34.072539	50.11383	50.320793	48.116024	4.2936873	1213	1213	384	0.3165705	796514.9433501008	5.390592274315624
