	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD2_ita_n	CD3_ita_n	CD4_ita_n	CS1_ita_n	CS2_ita_n	CS3_ita_n	CS4_ita_n	DD1_ita_n	DD2_ita_n	DD3_ita_n	DD4_ita_n	DS1_ita_n	DS2_ita_n	DS3_ita_n	DS4_ita_n	CD1_spa_i	CD2_spa_i	CD3_spa_i	CD4_spa_i	CS1_spa_i	CS2_spa_i	CS3_spa_i	CS4_spa_i	DD1_spa_i	DD2_spa_i	DD3_spa_i	DD4_spa_i	DS1_spa_i	DS2_spa_i	DS3_spa_i	DS4_spa_i	CD1_spa_n	CD2_spa_n	CD3_spa_n	CD4_spa_n	CS1_spa_n	CS2_spa_n	CS3_spa_n	CS4_spa_n	DD1_spa_n	DD2_spa_n	DD3_spa_n	DD4_spa_n
Seonamhaeicola	998.0	152.0	85.0	74.0	344.0	115.0	626.0	80.0	34.0	64.0	121.0	20.0	674.0	1137.0	2468.0	2223.0	751.0	729.0	1100.0	1062.0	7.0	2.0	0	0	0	0	1.0	0	1.0	3.0	2.0	0	0	0	8.0	1.0	2.0	6.0	4.0	2.0	9.0	18.0	32.0	33.0	19.0	6.0	14.0	12.0	164.0	164.0	89.0	124.0	34.0	2.0	50.0	32.0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0
Tamlana	950.0	117.0	22.0	33.0	289.0	99.0	591.0	68.0	61.0	60.0	108.0	16.0	607.0	1062.0	1870.0	1753.0	674.0	576.0	751.0	659.0	14.0	1.0	0	0	1.0	0	2.0	0	0	2.0	4.0	0	0	0	11.0	4.0	3.0	2.0	2.0	0	11.0	22.0	34.0	26.0	10.0	8.0	6.0	14.0	133.0	133.0	67.0	99.0	31.0	1.0	42.0	24.0	0	0	3.0	1.0	0	0	0	0	2.0	3.0	0	2.0
Antarcticibacterium	932.0	88.0	21.0	24.0	264.0	151.0	505.0	63.0	47.0	82.0	146.0	194.0	563.0	1291.0	1715.0	1460.0	581.0	483.0	708.0	641.0	8.0	0	0	0	1.0	0	2.0	0	1.0	0	2.0	0	2.0	0	12.0	3.0	3.0	5.0	5.0	2.0	11.0	18.0	37.0	31.0	10.0	11.0	18.0	21.0	170.0	180.0	98.0	134.0	44.0	6.0	60.0	32.0	1.0	0	0	1.0	0	0	1.0	0	0	10.0	0	10.0
Zobellia	918.0	78.0	28.0	31.0	307.0	136.0	684.0	72.0	55.0	61.0	155.0	42.0	524.0	1042.0	1733.0	1316.0	577.0	440.0	681.0	625.0	13.0	1.0	0	0	0	0	3.0	0	1.0	0	0	1.0	1.0	1.0	11.0	2.0	4.0	2.0	4.0	2.0	13.0	20.0	41.0	30.0	11.0	3.0	11.0	21.0	168.0	188.0	102.0	126.0	43.0	9.0	50.0	47.0	1.0	0	0	0	0	0	1.0	0	1.0	4.0	3.0	1.0
Mangrovimonas	900.0	115.0	15.0	38.0	385.0	115.0	653.0	72.0	53.0	56.0	106.0	28.0	521.0	969.0	1905.0	1600.0	680.0	538.0	708.0	629.0	9.0	0	0	0	1.0	0	2.0	0	0	0	1.0	0	1.0	1.0	14.0	4.0	1.0	1.0	2.0	5.0	19.0	15.0	22.0	24.0	11.0	16.0	15.0	13.0	139.0	167.0	83.0	91.0	40.0	0	27.0	25.0	0	0	2.0	0	0	0	0	0	1.0	1.0	0	7.0
Psychroserpens	863.0	129.0	32.0	50.0	374.0	135.0	501.0	92.0	40.0	65.0	119.0	29.0	551.0	1055.0	2038.0	1834.0	767.0	678.0	756.0	748.0	3.0	1.0	0	0	1.0	0	1.0	0	1.0	0	5.0	0	4.0	0	12.0	2.0	6.0	4.0	0	2.0	11.0	28.0	17.0	23.0	11.0	6.0	6.0	9.0	129.0	126.0	74.0	99.0	32.0	2.0	35.0	20.0	0	1.0	0	1.0	0	0	0	0	3.0	1.0	3.0	2.0
Bizionia	735.0	94.0	29.0	28.0	310.0	88.0	393.0	76.0	57.0	47.0	73.0	14.0	418.0	832.0	1705.0	1305.0	529.0	438.0	481.0	497.0	6.0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	2.0	2.0	1.0	0	10.0	13.0	16.0	13.0	13.0	6.0	7.0	9.0	139.0	103.0	55.0	74.0	32.0	4.0	38.0	13.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	2.0	0
Salinimicrobium	725.0	41.0	21.0	14.0	150.0	91.0	362.0	54.0	34.0	56.0	123.0	39.0	464.0	998.0	1209.0	653.0	532.0	324.0	613.0	466.0	7.0	0	0	0	0	0	2.0	0	0	2.0	1.0	0	1.0	0	5.0	0	5.0	1.0	6.0	3.0	9.0	19.0	32.0	23.0	8.0	5.0	13.0	10.0	101.0	118.0	62.0	94.0	27.0	2.0	35.0	24.0	0	0	2.0	0	0	0	0	0	1.0	3.0	2.0	6.0
Urechidicola	675.0	68.0	10.0	40.0	285.0	82.0	441.0	64.0	25.0	44.0	72.0	34.0	381.0	683.0	1593.0	1231.0	580.0	475.0	538.0	543.0	5.0	0	0	0	2.0	0	0	0	0	0	2.0	1.0	0	0	10.0	1.0	1.0	1.0	4.0	1.0	12.0	10.0	13.0	14.0	4.0	5.0	4.0	9.0	106.0	89.0	39.0	91.0	18.0	2.0	38.0	19.0	0	0	0	0	0	0	0	1.0	0	0	4.0	0
Leeuwenhoekiella	673.0	87.0	32.0	34.0	227.0	63.0	397.0	77.0	36.0	74.0	149.0	67.0	395.0	794.0	1294.0	871.0	484.0	409.0	657.0	493.0	5.0	1.0	0	0	0	0	0	0	0	3.0	3.0	0	2.0	0	16.0	1.0	4.0	0	3.0	2.0	8.0	8.0	27.0	17.0	13.0	5.0	4.0	8.0	94.0	96.0	54.0	77.0	12.0	4.0	36.0	18.0	1.0	1.0	1.0	0	0	0	1.0	0	1.0	4.0	0	3.0
Imtechella	655.0	54.0	19.0	19.0	379.0	48.0	338.0	51.0	29.0	38.0	101.0	33.0	345.0	730.0	1093.0	1133.0	460.0	406.0	557.0	421.0	4.0	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	12.0	2.0	2.0	0	2.0	0	8.0	7.0	19.0	15.0	9.0	5.0	3.0	5.0	67.0	102.0	48.0	73.0	13.0	1.0	19.0	11.0	0	0	0	0	0	0	1.0	0	1.0	2.0	0	1.0
Aureibaculum	628.0	37.0	12.0	15.0	223.0	89.0	494.0	40.0	31.0	50.0	61.0	28.0	354.0	660.0	1660.0	1343.0	336.0	332.0	434.0	470.0	4.0	1.0	0	0	2.0	0	0	1.0	0	2.0	2.0	0	0	0	20.0	5.0	2.0	2.0	0	0	12.0	15.0	16.0	4.0	6.0	5.0	1.0	9.0	87.0	102.0	47.0	85.0	21.0	2.0	15.0	16.0	0	0	1.0	0	0	0	0	1.0	2.0	3.0	0	2.0
Allomuricauda	613.0	37.0	16.0	6.0	186.0	94.0	295.0	39.0	33.0	46.0	106.0	25.0	384.0	723.0	1086.0	627.0	386.0	269.0	508.0	335.0	4.0	1.0	0	0	0	0	2.0	0	0	0	1.0	0	3.0	0	4.0	1.0	1.0	1.0	3.0	0	9.0	18.0	22.0	12.0	4.0	6.0	7.0	11.0	117.0	89.0	40.0	73.0	28.0	4.0	38.0	22.0	0	0	2.0	0	0	0	0	0	2.0	3.0	3.0	4.0
Flaviramulus	610.0	33.0	15.0	13.0	237.0	70.0	448.0	58.0	39.0	50.0	71.0	26.0	447.0	661.0	1428.0	1097.0	428.0	278.0	369.0	428.0	4.0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	2.0	0	9.0	2.0	0	1.0	1.0	2.0	8.0	17.0	7.0	4.0	2.0	4.0	3.0	6.0	109.0	95.0	43.0	61.0	14.0	0	23.0	18.0	1.0	0	2.0	0	0	0	0	0	1.0	4.0	1.0	2.0
Oceanihabitans	592.0	41.0	14.0	17.0	207.0	61.0	269.0	63.0	18.0	54.0	51.0	14.0	351.0	631.0	1019.0	1075.0	613.0	330.0	524.0	436.0	1.0	1.0	0	0	0	0	0	0	0	2.0	2.0	0	1.0	0	10.0	3.0	2.0	1.0	3.0	2.0	7.0	10.0	10.0	13.0	13.0	0	1.0	15.0	45.0	41.0	24.0	42.0	21.0	8.0	48.0	10.0	0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	2.0
Siansivirga	591.0	45.0	12.0	28.0	224.0	103.0	440.0	71.0	27.0	52.0	83.0	6.0	394.0	723.0	1271.0	1053.0	496.0	360.0	528.0	455.0	3.0	0	0	0	0	0	1.0	0	0	3.0	1.0	0	0	0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	13.0	11.0	17.0	6.0	0	6.0	3.0	94.0	129.0	45.0	61.0	26.0	1.0	22.0	16.0	0	0	1.0	0	0	0	1.0	0	1.0	3.0	2.0	2.0
Hwangdonia	577.0	52.0	5.0	22.0	185.0	72.0	325.0	62.0	25.0	46.0	101.0	29.0	373.0	806.0	1268.0	952.0	394.0	280.0	516.0	470.0	6.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	10.0	0	3.0	0	7.0	2.0	7.0	15.0	25.0	10.0	14.0	4.0	6.0	8.0	82.0	72.0	42.0	75.0	21.0	2.0	31.0	10.0	0	0	4.0	0	1.0	0	0	0	1.0	3.0	1.0	3.0
Pseudalgibacter	558.0	49.0	19.0	23.0	197.0	100.0	400.0	45.0	35.0	45.0	78.0	16.0	318.0	641.0	1281.0	1156.0	413.0	343.0	456.0	426.0	7.0	0	0	0	0	0	2.0	0	0	3.0	4.0	0	0	0	4.0	1.0	7.0	0	2.0	0	5.0	8.0	7.0	12.0	10.0	9.0	4.0	5.0	81.0	63.0	47.0	48.0	24.0	3.0	22.0	14.0	0	0	0	0	0	0	0	0	0	1.0	0	2.0
Galbibacter	556.0	40.0	6.0	10.0	162.0	52.0	381.0	32.0	16.0	36.0	60.0	10.0	384.0	745.0	1557.0	1041.0	338.0	253.0	507.0	394.0	7.0	0	0	0	0	0	3.0	0	1.0	6.0	1.0	2.0	0	0	9.0	0	3.0	2.0	3.0	1.0	3.0	12.0	18.0	15.0	6.0	7.0	5.0	8.0	58.0	71.0	36.0	52.0	15.0	0	15.0	14.0	1.0	1.0	0	0	0	0	0	0	0	2.0	0	2.0
Croceibacter	549.0	60.0	11.0	30.0	240.0	64.0	384.0	62.0	24.0	24.0	67.0	14.0	320.0	610.0	1446.0	1062.0	489.0	413.0	451.0	412.0	6.0	0	0	0	0	0	0	1.0	0	2.0	1.0	0	2.0	0	8.0	3.0	1.0	1.0	1.0	2.0	8.0	17.0	25.0	14.0	7.0	6.0	4.0	7.0	70.0	68.0	50.0	51.0	17.0	1.0	26.0	9.0	0	0	0	1.0	0	1.0	0	0	0	1.0	3.0	0
Wenyingzhuangia	537.0	82.0	20.0	35.0	264.0	104.0	462.0	85.0	36.0	81.0	113.0	114.0	344.0	624.0	1243.0	1073.0	399.0	427.0	479.0	501.0	5.0	0	0	0	1.0	0	2.0	0	0	4.0	1.0	0	1.0	0	7.0	3.0	3.0	2.0	1.0	0	21.0	10.0	16.0	13.0	2.0	6.0	7.0	9.0	53.0	49.0	32.0	35.0	18.0	0	20.0	18.0	0	0	1.0	0	0	0	0	0	4.0	2.0	0	0
Zhouia	491.0	36.0	6.0	11.0	125.0	47.0	214.0	28.0	21.0	13.0	60.0	9.0	286.0	482.0	1097.0	759.0	239.0	225.0	351.0	290.0	3.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	5.0	5.0	0	0	2.0	4.0	4.0	11.0	18.0	8.0	5.0	10.0	3.0	1.0	56.0	62.0	33.0	54.0	18.0	3.0	18.0	14.0	0	0	2.0	0	0	0	0	0	0	2.0	0	0
Arenibacter	479.0	46.0	13.0	12.0	163.0	69.0	327.0	91.0	30.0	47.0	72.0	26.0	312.0	455.0	785.0	627.0	301.0	248.0	392.0	330.0	3.0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	6.0	0	2.0	0	1.0	2.0	7.0	13.0	11.0	11.0	3.0	2.0	5.0	13.0	90.0	88.0	56.0	74.0	20.0	1.0	25.0	12.0	1.0	0	0	0	0	0	0	0	0	4.0	0	4.0
Changchengzhania	470.0	73.0	8.0	18.0	182.0	47.0	277.0	45.0	22.0	34.0	49.0	12.0	253.0	503.0	967.0	826.0	368.0	364.0	458.0	358.0	4.0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	4.0	2.0	3.0	1.0	1.0	3.0	7.0	13.0	8.0	7.0	6.0	4.0	4.0	5.0	88.0	74.0	37.0	56.0	20.0	5.0	34.0	17.0	0	1.0	0	0	0	0	0	0	2.0	3.0	1.0	0
Abyssalbus	460.0	38.0	3.0	24.0	107.0	63.0	194.0	20.0	21.0	18.0	45.0	12.0	322.0	632.0	902.0	815.0	296.0	231.0	359.0	342.0	7.0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	5.0	1.0	0	1.0	1.0	0	4.0	11.0	17.0	7.0	6.0	4.0	2.0	6.0	66.0	69.0	33.0	55.0	10.0	2.0	20.0	10.0	0	0	1.0	0	0	0	0	1.0	0	2.0	0	1.0
Marixanthomonas	458.0	49.0	6.0	16.0	192.0	70.0	375.0	37.0	17.0	33.0	61.0	13.0	306.0	568.0	1162.0	1034.0	407.0	334.0	383.0	414.0	8.0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	3.0	0	2.0	0	1.0	1.0	10.0	16.0	16.0	14.0	12.0	2.0	10.0	8.0	73.0	74.0	39.0	46.0	23.0	5.0	13.0	10.0	0	0	3.0	0	0	0	0	0	0	0	0	0
Lutimonas	408.0	33.0	4.0	13.0	172.0	64.0	315.0	33.0	22.0	20.0	73.0	27.0	239.0	455.0	789.0	630.0	364.0	247.0	298.0	243.0	7.0	0	0	0	0	0	1.0	0	0	2.0	2.0	0	1.0	2.0	6.0	0	1.0	1.0	0	1.0	5.0	7.0	14.0	10.0	1.0	3.0	5.0	4.0	54.0	40.0	10.0	45.0	15.0	2.0	13.0	10.0	0	1.0	1.0	0	0	0	0	0	1.0	2.0	0	0
Gillisia	407.0	98.0	5.0	23.0	161.0	39.0	270.0	33.0	17.0	45.0	70.0	27.0	238.0	502.0	862.0	757.0	309.0	284.0	331.0	370.0	6.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	11.0	1.0	2.0	1.0	1.0	0	8.0	3.0	15.0	11.0	5.0	3.0	3.0	6.0	80.0	74.0	39.0	51.0	16.0	1.0	14.0	15.0	0	0	0	1.0	0	0	0	0	1.0	3.0	0	0
Rasiella	402.0	45.0	8.0	20.0	150.0	48.0	188.0	50.0	26.0	27.0	56.0	24.0	245.0	449.0	805.0	676.0	299.0	258.0	284.0	321.0	4.0	0	0	0	0	0	1.0	0	0	2.0	0	1.0	0	0	4.0	0	0	0	1.0	3.0	3.0	6.0	13.0	13.0	3.0	4.0	1.0	3.0	75.0	74.0	27.0	32.0	22.0	0	14.0	10.0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0
Aegicerativicinus	365.0	40.0	11.0	12.0	101.0	49.0	241.0	20.0	18.0	21.0	55.0	8.0	193.0	384.0	836.0	638.0	219.0	180.0	220.0	177.0	7.0	0	0	0	0	0	2.0	0	0	0	1.0	0	1.0	0	3.0	4.0	0	0	1.0	0	2.0	10.0	8.0	11.0	4.0	1.0	7.0	5.0	51.0	47.0	40.0	40.0	9.0	0	13.0	7.0	0	0	1.0	1.0	0	0	1.0	0	1.0	1.0	1.0	2.0
Pukyongia	350.0	31.0	6.0	7.0	196.0	25.0	115.0	22.0	11.0	13.0	48.0	15.0	237.0	359.0	443.0	434.0	347.0	253.0	301.0	267.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	4.0	1.0	0	1.0	4.0	0	1.0	8.0	5.0	8.0	5.0	1.0	4.0	5.0	32.0	52.0	17.0	34.0	10.0	0	12.0	12.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
Constantimarinum	335.0	50.0	14.0	27.0	135.0	44.0	160.0	13.0	20.0	32.0	62.0	26.0	197.0	346.0	693.0	503.0	248.0	231.0	202.0	259.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	3.0	0	4.0	1.0	0	1.0	2.0	0	0	3.0	13.0	8.0	5.0	8.0	7.0	4.0	63.0	60.0	36.0	41.0	7.0	0	19.0	9.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0
Sinomicrobium	332.0	16.0	13.0	4.0	126.0	43.0	158.0	29.0	23.0	42.0	90.0	25.0	194.0	472.0	466.0	381.0	243.0	180.0	322.0	212.0	1.0	0	0	0	0	0	1.0	0	1.0	4.0	2.0	0	2.0	0	3.0	1.0	1.0	1.0	0	0	4.0	2.0	13.0	13.0	7.0	9.0	8.0	16.0	74.0	78.0	42.0	70.0	16.0	4.0	18.0	14.0	1.0	1.0	0	0	0	1.0	0	0	1.0	2.0	0	3.0
Aggregatimonas	329.0	21.0	2.0	1.0	69.0	32.0	104.0	14.0	16.0	22.0	54.0	12.0	197.0	284.0	352.0	256.0	160.0	118.0	252.0	180.0	3.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	0	2.0	2.0	2.0	4.0	22.0	10.0	0	1.0	2.0	4.0	42.0	50.0	19.0	36.0	12.0	2.0	9.0	7.0	1.0	0	0	0	0	0	0	0	2.0	2.0	0	1.0
Sediminicola	293.0	32.0	7.0	11.0	81.0	45.0	197.0	37.0	17.0	20.0	34.0	23.0	173.0	378.0	436.0	350.0	192.0	111.0	295.0	212.0	5.0	0	0	0	2.0	0	1.0	0	2.0	1.0	1.0	0	1.0	0	2.0	1.0	5.0	1.0	1.0	1.0	6.0	13.0	8.0	9.0	4.0	1.0	1.0	11.0	54.0	48.0	24.0	40.0	7.0	1.0	9.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	1.0
Gilvibacter	279.0	16.0	4.0	13.0	75.0	36.0	96.0	25.0	17.0	29.0	42.0	9.0	214.0	410.0	529.0	600.0	239.0	158.0	313.0	249.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	1.0	1.0	1.0	9.0	10.0	10.0	8.0	7.0	3.0	5.0	8.0	57.0	33.0	19.0	38.0	7.0	0	13.0	9.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0
Costertonia	262.0	21.0	3.0	6.0	101.0	25.0	112.0	29.0	17.0	23.0	46.0	10.0	147.0	307.0	646.0	361.0	189.0	134.0	209.0	176.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	3.0	0	2.0	0	2.0	0	3.0	3.0	5.0	11.0	3.0	2.0	6.0	3.0	37.0	31.0	16.0	61.0	9.0	1.0	10.0	6.0	0	0	1.0	0	1.0	0	0	0	0	0	0	3.0
Euzebyella	258.0	42.0	8.0	24.0	88.0	51.0	108.0	30.0	10.0	38.0	45.0	19.0	177.0	389.0	428.0	484.0	210.0	178.0	339.0	293.0	3.0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	3.0	1.0	2.0	1.0	0	14.0	13.0	17.0	4.0	0	6.0	9.0	50.0	61.0	33.0	36.0	15.0	4.0	18.0	8.0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0
Candidatus Arcticimaribacter	234.0	25.0	6.0	10.0	81.0	55.0	206.0	21.0	18.0	13.0	40.0	6.0	143.0	276.0	515.0	444.0	178.0	133.0	173.0	183.0	2.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	5.0	1.0	0	0	2.0	0	6.0	6.0	13.0	4.0	0	2.0	6.0	6.0	32.0	35.0	11.0	21.0	7.0	1.0	8.0	7.0	0	0	0	0	0	0	0	0	1.0	3.0	0	0
Muriicola	177.0	40.0	7.0	6.0	84.0	27.0	76.0	11.0	13.0	25.0	52.0	8.0	118.0	286.0	269.0	284.0	126.0	146.0	158.0	159.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	2.0	0	0	0	1.0	0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	2.0	29.0	53.0	23.0	31.0	14.0	0	6.0	5.0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	1.0
Robiginitalea	105.0	11.0	1.0	1.0	16.0	22.0	38.0	4.0	13.0	21.0	70.0	9.0	85.0	141.0	242.0	130.0	62.0	61.0	96.0	71.0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	2.0	0	0	0	4.0	1.0	21.0	13.0	19.0	10.0	0	0	22.0	14.0	50.0	51.0	28.0	41.0	7.0	1.0	7.0	7.0	0	0	0	0	0	0	0	0	1.0	1.0	0	2.0
Chryseobacterium	759708.0	70118.0	12919.0	14120.0	331405.0	156100.0	606039.0	531209.0	92406.0	82988.0	186823.0	34352.0	536232.0	1034586.0	2410872.0	964157.0	833872.0	620744.0	750359.0	744487.0	6011.0	196.0	13.0	1.0	1779.0	26.0	1900.0	1040.0	643.0	2224.0	2365.0	145.0	802.0	249.0	15080.0	2094.0	7509.0	2237.0	3976.0	2458.0	33572.0	40139.0	26742.0	36122.0	22984.0	14629.0	22202.0	28454.0	102764.0	117003.0	101953.0	125210.0	64045.0	4644.0	35614.0	20245.0	718.0	588.0	1897.0	622.0	117.0	237.0	216.0	278.0	661.0	1373.0	892.0	1693.0
Kaistella	44048.0	5932.0	1099.0	1346.0	21169.0	5997.0	159476.0	28058.0	2671.0	5840.0	14737.0	3302.0	31188.0	56465.0	106712.0	53732.0	45722.0	37653.0	40142.0	35931.0	202.0	5.0	0	0	50.0	0	354.0	43.0	19.0	108.0	94.0	18.0	29.0	10.0	447.0	68.0	160.0	70.0	111.0	70.0	3637.0	4867.0	5284.0	17065.0	3067.0	1819.0	642.0	1212.0	20018.0	11317.0	8970.0	20667.0	3809.0	371.0	2940.0	1872.0	55.0	54.0	313.0	154.0	19.0	66.0	29.0	15.0	82.0	113.0	69.0	169.0
Epilithonimonas	25958.0	13348.0	3004.0	1232.0	33895.0	10414.0	23437.0	28235.0	7543.0	3727.0	9760.0	1091.0	17898.0	27360.0	59977.0	28725.0	31512.0	22383.0	22227.0	18674.0	113.0	29.0	0	0	88.0	1.0	67.0	46.0	43.0	74.0	102.0	2.0	13.0	3.0	236.0	26.0	141.0	55.0	64.0	56.0	1829.0	1016.0	404.0	1037.0	1130.0	453.0	1393.0	959.0	6045.0	6043.0	5347.0	8571.0	1986.0	116.0	1590.0	1630.0	49.0	21.0	37.0	17.0	5.0	2.0	18.0	9.0	45.0	73.0	53.0	110.0
Cloacibacterium	395623.0	26205.0	2574.0	6850.0	50995.0	58517.0	50488.0	13313.0	2209.0	4202.0	6797.0	970.0	274921.0	199993.0	616776.0	758165.0	362484.0	107383.0	167226.0	293814.0	1764.0	48.0	1.0	0	140.0	6.0	138.0	18.0	20.0	76.0	66.0	18.0	320.0	36.0	2561.0	963.0	1932.0	286.0	564.0	716.0	6077.0	3313.0	310.0	553.0	1006.0	239.0	188.0	473.0	16245.0	58096.0	24457.0	73210.0	7231.0	1023.0	9986.0	10415.0	128.0	58.0	26.0	12.0	3.0	5.0	3.0	11.0	159.0	661.0	422.0	988.0
Faecalibacter	75717.0	74906.0	8732.0	38255.0	15405.0	2373.0	6412.0	649.0	888.0	4181.0	1687.0	1261.0	39317.0	60484.0	76029.0	257433.0	66353.0	206531.0	73110.0	156600.0	753.0	199.0	4.0	1.0	80.0	1.0	20.0	2.0	12.0	137.0	22.0	10.0	95.0	22.0	723.0	745.0	638.0	1053.0	523.0	722.0	87.0	121.0	90.0	125.0	49.0	23.0	31.0	52.0	1088.0	920.0	612.0	644.0	253.0	12.0	302.0	143.0	0	3.0	10.0	6.0	0	1.0	0	1.0	10.0	12.0	6.0	10.0
Empedobacter	47351.0	34593.0	33367.0	30227.0	17449.0	57166.0	9786.0	3829.0	7070.0	4195.0	5134.0	3562.0	28084.0	37544.0	151313.0	351543.0	143242.0	166939.0	530269.0	323340.0	283.0	64.0	13.0	1.0	50.0	5.0	43.0	14.0	61.0	97.0	58.0	12.0	46.0	13.0	841.0	518.0	682.0	484.0	2141.0	1053.0	1476.0	1012.0	1108.0	1108.0	565.0	799.0	609.0	1636.0	4289.0	11318.0	1452.0	7166.0	2035.0	94.0	781.0	1276.0	66.0	24.0	113.0	42.0	5.0	20.0	15.0	19.0	85.0	140.0	31.0	132.0
Elizabethkingia	35932.0	3822.0	711.0	894.0	16964.0	8853.0	27657.0	8753.0	3682.0	3587.0	6009.0	950.0	23537.0	35993.0	87909.0	50035.0	35116.0	24513.0	28381.0	26316.0	220.0	12.0	1.0	0	43.0	1.0	87.0	21.0	21.0	99.0	58.0	7.0	25.0	6.0	467.0	80.0	208.0	49.0	134.0	80.0	1515.0	1319.0	780.0	1084.0	646.0	399.0	426.0	843.0	4393.0	5563.0	3792.0	4557.0	1904.0	93.0	1561.0	857.0	49.0	19.0	58.0	16.0	1.0	11.0	5.0	4.0	35.0	63.0	40.0	70.0
Riemerella	7986.0	1065.0	194.0	251.0	3205.0	951.0	2915.0	1236.0	373.0	499.0	1514.0	156.0	5559.0	8821.0	18767.0	10838.0	8341.0	6195.0	7592.0	6451.0	39.0	1.0	0	1.0	4.0	0	7.0	1.0	2.0	12.0	10.0	1.0	9.0	3.0	81.0	21.0	38.0	8.0	26.0	15.0	110.0	142.0	157.0	88.0	94.0	49.0	33.0	90.0	565.0	886.0	545.0	932.0	364.0	21.0	409.0	172.0	1.0	4.0	19.0	3.0	1.0	2.0	2.0	1.0	6.0	9.0	9.0	16.0
Bergeyella	5630.0	559.0	115.0	157.0	1190.0	462.0	1171.0	468.0	529.0	614.0	958.0	330.0	3342.0	6128.0	8643.0	5621.0	3235.0	3008.0	3602.0	3517.0	29.0	1.0	0	0	4.0	0	3.0	1.0	6.0	6.0	12.0	1.0	6.0	2.0	28.0	11.0	7.0	9.0	10.0	10.0	172.0	168.0	123.0	217.0	63.0	37.0	29.0	74.0	923.0	625.0	1911.0	1271.0	533.0	53.0	403.0	257.0	8.0	1.0	13.0	7.0	2.0	3.0	1.0	0	9.0	12.0	16.0	24.0
Marnyiella	4514.0	115.0	28.0	30.0	820.0	225.0	9017.0	504.0	382.0	2211.0	1234.0	772.0	3437.0	4153.0	16353.0	7449.0	5541.0	1909.0	5183.0	10775.0	16.0	0	0	0	2.0	0	15.0	1.0	3.0	41.0	17.0	4.0	2.0	0	67.0	4.0	22.0	5.0	12.0	13.0	232.0	532.0	466.0	169.0	153.0	74.0	34.0	74.0	9940.0	631.0	898.0	865.0	264.0	10.0	302.0	108.0	4.0	10.0	45.0	3.0	0	3.0	1.0	0	28.0	5.0	6.0	8.0
Ornithobacterium	2366.0	301.0	53.0	97.0	714.0	233.0	999.0	264.0	91.0	158.0	535.0	88.0	1528.0	2658.0	4438.0	3026.0	2007.0	1537.0	2159.0	1757.0	15.0	1.0	0	0	3.0	0	1.0	0	0	5.0	4.0	2.0	3.0	1.0	23.0	9.0	16.0	2.0	10.0	4.0	37.0	67.0	79.0	62.0	15.0	8.0	33.0	39.0	209.0	321.0	169.0	255.0	120.0	12.0	107.0	65.0	0	1.0	6.0	0	0	0	1.0	1.0	1.0	13.0	2.0	5.0
